Chapter,Section,Paragraph,Content
6,3,2,"Jordan was confronted with acute financial problems from the start. Eliothad revealed one quality he held in common with his friend Sir Michael Sadler,who as Vice-Chancellor had been 'gaily budgeting for a deficit' at his Universityof Leeds {Sir William Brunyate in a speech to the Court on 20th December 1921.}, relying on the Treasury or the local authority to bail him out fromtime to time. Jordan appealed to his Chancellor to intercede with the Government for a grant with which the University might meet an accumulated deficitof$570,000 and add one million dollars to its endowments. A meeting was calledat Government House and the position of the University discussed, a few daysbefore Sir Reginald Stubbs sailed in to assume the Governorship. As the resultof this, at its meeting early in 1920, with Chancellor Stubbs in the Chair, theCourt refused to accept the accounts for 1918-19 and threw out the estimatesfor 1919-20 which were providing the Council with its authority for dailyexpenditures, requesting that the Governor-in-Council appoint a commission toinvestigate the whole dismal financial picture. The Governor appointed acommission headed by a prominent local barrister, E. H. Sharp, K.C. Its reportwas made to him confidentially in April, but never published; it revealed clearlyenough how justified was Jordan's appeal for a rescue operation, for the Govern-ment announced the next September that it would meet the deficit, grant amillion dollars for endowment, and from 1922 increase its annual grant fron1$20,000 to $50,000 a year, a sum which ""vould meet about 15°1<> of the University'srunning expenses. Jordan's brief and harrowing tenure of the reins of officebrought, for the first time, an admission from the Government that it had anysubstantial interest in the University it had set up by legislation in 1911"
6,3,3,"Selected for the office by Lord Milner, the Secretary of State, Sir WilliamBrunyate arrived to relieve Jordan in January 1921, and by the end of the yearJordan was dead at the age of 63. His uncle Sir Paul Chater endowed a libraryin the Students' Union in his memory, opened by his widow in September thefollowing year. It was well furnished, and though it lacked 'the quiet atmosphereof the University Library, its chairs are far more comfortable-a fact whichseems to have been very quickly apprehended by some students. Strangely, andit must be admitted, unfortunately, the Jordan Memorial Library is the only partof the Union Building in which may be found slumbering undergraduates'{Union MagazineNovember 1931.}"
6,4,1,"Sir William Brunyate, the second Vice-Chancellor, came to the Universityfrom Egypt, where he had been in the Government service for some twenty-threeyears, the last five as its judicial adviser. He had had no intimate contact withthe academic world since leaving a fellowship at Cambridge in the 1890S andproved a remote, forbidding figure, at least to the students. When he arrived hefaced a staff demoralized by financial uncertainty and lack of clear policies. Hisbrief occupation of the office-it was only three years-was marked particularlyby determined attempts to secure a solid foundation for the University's finances."
6,4,2,"The Government's response to Jordan's appeal for help encouraged animmediate response among the University's friends in the community. AtBrunyate's first Court meeting in 1921 there was not only report of the Govern-ment's rescue operation, but also of donations of $100,000 each from H. M. H.Nemazee a Persian merchant, John Swire and Company, and Robert Ho Tung,respectively for the general endowment, for the endowment of the Taikoo Chairof Engineering, which had been the first chair founded under statute in 191 I,and for the construction of engineering workshops; a sum from Mok Kon-sangfor the endowment fund; and promises of payments in instalments made forcommercial studies by the Hong Kong General Chamber of Commerce whichwere continued until 1933, and by K wok Chun-yeung for Chinese literaturecourses over the next ten years."
6,4,3,"The search for scholarships occupied part of Brunyate's first sumnler, withtravel in the Federated Malay States and the Straits Settlements, whose govern-ments offered education scholarships for pupils undertaking to serve as teachersafter graduating from the University; in the same pattern the Hong KongGovernment also offered a number of education scholarships. He negotiated thecontinued interest of the Metropolitan Government at Peking and the ProvincialGovernments of Hupeh, Chihli, and Yunnan with the award of twenty-two newscholarships, and from the China Medical Board at Peking, the arm of theRockefeller Foundation in China, secured eight medical scholarships for awardto pupils of the Canton Christian College."
6,4,4,"His correspondence with the Rockefeller Foundation had given him somehope of settling the problem of appointing to two full-time chairs in the Govern-ment Civil Hospital, and the following year to one in the new Tsan Yuk maternityhospital, which when it was completed was put under the University's directcontroP. A general appeal for funds, which was to be launched as one result ofthe Sharp Commission report, had not been officially started when Brunyatearrived, and he deliberately delayed it until his negotiation with the RockefellerFoundation was concluded. He believed that any grant the Foundation madewould contain the condition that it should be matched by contributions madelocally, and this would affect the terms of the public appeal. The Hong KongGovernment had in the meantime pronlised $400,000 towards the appeal whenit was launched. Brunyate expected to hear the conclusions of the Rockefellertrustees early in 1922."
6,4,5,"In December he had visited Shanghai to address the Associated BritishChambers of Commerce, and reported that that body had adopted, by awardingscholarships, a positive policy of encouraging schools in China to send pupils tothe University. He had returned full of confidence in the University's work,provided its finances could be put on a solid foundation. The debate in the Courtthat followed was dominated by the force of Brunyate's convictions, and he hadsome points to make that were especially interesting coming as they did froma newcomer to the Far East: Undoubtedly there has been a very great interest in education in China in thelast year or two and it has extended to our British merchants. It has been putto me that a British or other hard-headed merchant, unless he sees his moneycoming back to him will not give. Well, one gives from mixed motives, and I amquite prepared to believe that business men may criticize moral values ratherclosely when their pockets are in question. As to the view that the matter is oneof pure propaganda, I certainly gave no encouragement to any such policy atShanghai. As I stated quite frankly, I had been in Egypt and seen much educa-tional propaganda on the other side; it really embarrassed us very little andnever seemed to me worth the money spent on it. If I may venture to express myown opinion, I met these men at the Conference-and a very pleasant time itwas-and the impression they gave me was that they were men very much likethe rest of us, capable of the same enthusiasms and idealism, who did believe itwas not the proper thing to come to China to make money out of her andcontribute nothing to her moral development, and that education was the rightlines on which to help. That is my explanation of why these men are backingthis University, and if they are doing so I suggest it is because they believe inthis University. After all, it is only four years since our real graduates began toleave us. Well, I have met schoolmasters from whom these boys came as far apartas Hankow and Penang; I have met the men employing them, and I can saythey are pleased with our graduates. Employers are satisfied with your graduates,that is the real reason why they are prepared to support this University.What will the effect of that be? In the first place it will entitle you to makea wider appeal than you can as a local body. If you like to put yourselves at thehead of British education in China, you can have that position and make thewider appeal. You will, I believe, see scholarships being founded to send pupilshere, you will find the schoolmasters on your side, and they will increasinglyrecommend their boys to come here, and you will have the advantage of theirmoral support, which is a great thing in education. On the other hand, you willhave very much increased responsibilities; instead of being responsible for justsuch a University as there is money for, you become bound to have a Universityworthy of the great traditions of British trade in China, and that, I admit, is abiggish responsibility. I say you can have position if you like to accept it; becausethe real decision is with the Court. I felt, at Shanghai and Hankow-and atPeking, where I was earlier-that perhaps I was going a little further than I wasentitled to as Vice-Chancellor, but decisions had to be taken and I hoped thatI should be supported by this Court. If you want a satisfactory University in thisColony, it is the Court that is going to create it. Don't run away with the ideathat because you have got a few gentlemen that are paid for the purpose, some-where out on the Pokfulum Road, they will create a University for you. The mostwe can do is to advise you as to how the money you put at our disposal shall bespent, and do what we can for you in our own way. But if the University has insufficient funds it is not our responsibility either. And it will fail if it hasinsufficient funds, and also if the feeling of the Colony is against it and unless ithas the backing of this Court. I say this because, while I am prepared to do mybest as your technical adviser and executive officer, I know I cannot do verymuch without your support ...·.. it has not been a question in the past of having a cheap University but ofhaving anything worthy of the name of University at all. You cannot do it onthe sums you tried to do it on when this University was founded. That you havedone so well is extraordinarily creditable to your staff. And now, as Vice-Chancellor, I will budget to the last penny of what I have available, but I willnot guarantee that the University is efficient on its present resources; it is notand it cannot be. That has been generally recognised ...·.. Our men are a great deal better than you had any right to expect. Here inChina it is especially important. I do not want to use the word 'research', buttake a question like political economy. What is the good of bringing anyone outto teach English political economy or English political science to Chinese boys?You must have men who understand what is going on in China; you must havemen of broad outlook, who can give you in the end students fit to take their placeas leaders in China. It may be according to the men you choose whether yourgraduates or someone else's are leaders in China, and if they are leaders it maydepend on the men you choose whether they are good or bad leaders-which iseven more important ...The Chancellor's reply was·.. that we, in this comparatively small Colony, with much of the populationnot above the level of poverty, cannot afford to maintain a University to supplythe whole ofChina with leaders, good or bad. Ifthe University were for Hongkongonly it would be a very small affair and probably the Government could supportit, but if it is for the whole of China, then the whole of China has got to begin byputting its hand in its pocket and assisting it. I do not wish to discourage thegenerosity of inhabitants of Hongkong in that matter, but I must say I think it iswiser that the appeal should be made to a very much wider community thanHongkong if it is to be a success. There is the vexed question of the BoxerIndemnity.... As far as I am concerned, I confine myself to writing regularlywhenever an opportunity presents itself urging that the British Governmentshould follow the example ofthe American Government and devote the indemnityto the education of the Chinese on British lines, in Hongkong and elsewhere."
6,5,1,"The Court formed an Appeal Committee headed by Claud Severn, theColonial Secretary, with E. H. Sharp and Lau Chii-pak. The last two died thatyear before the draft of the appeal document could be made and Brunyate madethe draft himself and had it endorsed by the Finance Committee."
6,5,2,"In January 1923 the Rockefeller Foundation indicated that it was preparedto support a programme of medical expansion, and the Vice-Chancellor drewup his proposals in detail for the University Council. Before they were transmittedto New York a visit by Edward, Prince of Wales, was announced, and theUniversity sought agreement for him to be given an honorary degree. Arrange-ments were then made for the degree to be conferred at a special congregationon the 7th April and Brunyate seized the opportunity to ask the Foundation forswift action so that the grant might be announced on that occasion. The daybefore the Prince arrived the Foundation cabled a pledge to endow chairs inmedicine and surgery in the sum of half a million Hong Kong dollars just in timefor the announcement to be made at the congregation. The grant contained nocondition that a matching sum should be raised locally, as Brunyate hadexpected, and the fund was available for drawing three months later. Theimmediate effect was that the Chair ofAnatomy was divorced from Surgery, andDigby took the Chair of Surgery; a full-time Chair in Medicine was establishedand a decision taken to create another in Obstetrics and Gynaecology as soon aspossible; and lectureships and tutorships in these subjects were created. TheFoundation declined to accept a proposal that the Chairs should bear the name'Rockefeller'. In a moment of euphoria Brunyate told the Court that 'we havea finer, a more promising institution than I myself had entirely realised. Onedwells on the shortcomings of the place', he confessed, 'and one forgets what weare really accomplishing. We are, I believe, an outstanding institution in Chinaand are recognized as such increasingly and very generally'."
6,5,3,"In a letter written on the morning of the 8th June 1922 to the Director ofthe Foundation, Brunyate spoke with some pride of a congregation that was totake place that afternoon for twenty-nine graduates: 'The record number up todate. Eight of the degrees are medical. The new graduates are dining with metonight. Four of them are Peking Government students, the first of these studentsto graduate. Four more are Chihli Government students, and four CantonGovernment. Some six are from the Straits. Two are from Australia. It is aninspiring assortment'."
6,6,1,"The European War had made no great impression on the life of Hong Kongexcept to create a few shortages, and less on that of the University. One of itseffects in China was the reversion to the Chinese Government of German andAustrian concessions, and their related Boxer Indemnities. The Russian conces-sion passed into her hands following the collapse of the Czars, on a promise ofagreement made in 1919 but not signed until 1924, and this also includedremission of the Russian portion of the Indemnities. America had alreadyremitted its share in the form of scholarships to the United States and theestablishing of preparatory colleges in China."
6,6,2,"As a feature of the clearing-up process after the War, when disarmamentand the protection of national interests were major issues, a Conference wasconvened at Washington in November 1921 largely concerned with the Far East,and was used by the Americans as a means of containing Japan's continuingambitions in China and elsewhere. Belgium, Britain, China, France, Italy, Japan,the Netherlands, and Portugal were represented. Among its results was therestoration by Japan of its Shantung properties and a number of assurances givenby Britain including the surrender ofWeihaiwei, which it accomplished in 1930."
6,6,3,"Of the Boxer Indemnities, some countries agreed to the suspension ofpayments through permanent remission, under conditions which were to earmarkthe remitted sums for specified purposes, being largely the education of theChinese and the purchase in the remitting countries of materials for the enlarge-ment of the Chinese railway system. In 1922 the British Government decided toremit the whole of its portion of the Indemnities, provided the remitted sumswere devoted to the mutual interests of Britain and China, particularly witheducation and trade in view. What sort of conditions Britain would favour, wasthe question uppermost in the University's thoughts at this time; and if highereducation formed one of the conditions, what were the chances of the University'splaying a major part, offulfilling its role as the pivot ofBritish interest in Chinesehigher education, backed by funds of this sort of magnitude. Lugard moved inwith a letter to The Times on the 4th January 1923 urging the application ofBoxerFunds for the University's development. The stakes were high."
6,6,4,"At another conference in Shanghai called by the Associated Chambers ofCommerce early in 1923 to discuss their view of the disposal of the Boxer Funds,Brunyate was there to put the University's case. Proposals for the disposal of thefunds had included, as well as education and railway extension, river conservancymedical work, and sanitation: all formidable contenders. The outcome of thediscussion failed to move the British Government towards any final decision; andthe time, if ripe for decision at that moment, within two years became no longerso, as relations between the two countries were rapidly deteriorating."
6,7,1,"Brunyate was compelled to announce to the Court in April 1923 that hisappeal had been ineffectual, chiefly because of competing appeals; but that fora variety of reasons, prime among them the Rockefeller endowments, the financeswere for the moment sound enough: sound enough indeed to continue carryingquite considerable debts owing by China to maintain its scholars in the Univer-sity. The Peking Government alone owed almost $5°,000: 'They tell us frankly',Brunyate offered in defence, 'they have no money at present: they are in thesame position in regard to students in Japan, in France, and in Great Britain.They will pay us when they can'. The Peking Government was not alone. 'I donot know', said Brunyate, 'whether members of the Court realise how difficult itis for the Chinese Central and Provincial Governments to find means of payment for quite small debts. We have quite a number of scholars from the ChihliGovernment. Some of them graduated the other day, and they have sent ussome more ...."
6,7,2,"At the same meeting he announced his intention to retire the followingspring before his term was completed, saying that he had already set in motiona search for his successor through the Universities Bureaul {The following month the University appointed the Secretary of State to act as agent for therecruitment of its teachers in Britain. This odd arrangement continued, with correspondenceabout individual appointments conducted by means of official despatches between the Governorand the Secretary of State, until 1932when the task was officially taken over by the UniversitiesBureau, now the Association of Commonwealth Universities.}. The timing of hisdeparture was dictated partly by personal reasons, but also because he felt it wasjust about the time when he could usefully hand over to a new man, since 'thatis just about the time when the Boxer policy will have to be decided, and it willbe for him . . . to carry any policy decided upon through', a reasonable enoughprophecy at the time."
6,7,3,"The Treasurer Sir Paul Chater left for England on the 4th May, and onlya few hours before leaving handed a cheque for $250,000 to the Chancellor as alate response to Brunyate's appeal the year before. He had delayed making thedonation, he said, since he was afraid that 'an earlier gift might suggest somethingof the nature ofa bargain', having been given an honorary degree in 1922. WhenChater returned Brunyate went to see him to suggest 'that it would be a verysuitable thing if his name were connected with one of our Chairs. It may be thathe was following the precedent of the Rockefeller Foundation, but he expresseda preference for leaving things as they were'. The sum was invested in mortgagesin Shanghai and the income applied that summer to offers of enhanced salaries.It has been asserted from time to time, with what truth I do not know, that someof these mortgages were contracted with the owners of bawdyhouses-nourishingthe spirit with the fruits of the flesh, as it were. When Brunyate left the followingFebruary he felt that Chater's gift had been a personal vindication of his tenureof office, in which a superannuation scheme had been introduced and highersalaries offered to the teachers. One of his last duties was to make formal applica-tion to the Rockefeller Foundation for a quarter of a million dollars to create aChair of Obstetrics and Gynaecology; and another to welcome an offer fromFung Ping-shan to swell the endowment fund by a further $50,000."
6,7,4,"Writing later in the Union Magazine for 1933, Ponsonby-Fane thought thatBrunyate, however devotedly he had worked, had been temperamentally unsuitedto be a Vice-Chancellor, had lacked the necessary tact and urbanity of manner,and had 'found it difficult, if not impossible, to unbend'."
