Image Name,Image Path,Response1,Response2,Caption
West Library.jpg,jpg/West Library.jpg,"Story: The photograph captures a scene inside a library, specifically ""Part of the West library,"" taken in the year 1917. The library is well-furnished with numerous bookshelves filled with books, and several individuals are seen engaged in reading or writing.

Objects:
- Bookshelves
- Books
- Reading tables
- Chairs
- Lamps
- Framed pictures on the wall
- Writing material (papers, pens)

Events:
- Individuals reading or studying
- Quiet atmosphere appropriate for a library setting

Time:
- 1917","Objects:
- Bookshelves
- Books
- Reading tables
- Chairs
- Lamps
- Framed pictures on the wall
- Writing material (papers, pens)

Events:
- Individuals reading or studying
- Quiet atmosphere appropriate for a library setting

Time:
- 1917","Part of the West library, 1917."
許地山手稿_東歸閒話.jpg,jpg/許地山手稿_東歸閒話.jpg,"Story: The image depicts a piece of handwritten manuscript or document, annotated with text in vertical lines, suggesting it belongs to an East Asian script, likely Japanese or Chinese. The document has multiple lines of text and some handwritten numerals and characters.

Objects:
- Handwritten manuscript/document
- Handwritten text in vertical lines
- Annotations/handwritten numerals or characters

Events:
- Handwriting/annotation of traditional East Asian text
- Possible creation of a written document or literature piece

Time:
- Specific era not directly identifiable from the image, but it could be early to mid-20th century based on the appearance of the manuscript.","Objects:
- Handwritten manuscript/document
- Handwritten text in vertical lines
- Annotations/handwritten numerals or characters

Events:
- Handwriting/annotation of traditional East Asian text
- Possible creation of a written document or literature piece

Time:
- Specific era not directly identifiable from the image, but it could be early to mid-20th century based on the appearance of the manuscript.",None
2.1-DrHoKai.png,newsetimage/2.1-DrHoKai.png,None,None,"Dr Ho Kai, later Sir Ho Kai, a founder in 1887 of the College, which was later incorporated as the University’s Faculty of Medicine."
2.1-NgLiHang.png,newsetimage/2.1-NgLiHing.png,None,None,"Ng Li-hing, benefactor of the College, in the drawing-room of his house on Caine Road in1908."
2.1-AliceMemorialMaternityHospital.png,newsetimage/2.1-AliceMemorialMaternityHospital.png,None,None,"Two of the College’s leading hospitals in about 1906, The Alice Memorial Maternity Hospital."
2.1-MedicalStudent1897.png,newsetimage/2.1-MedicalStudent1897.png,None,None,Medicine student with Dr R. M. Gibson in 1897
2.1-Dr.SunYatSen.png,newsetimage/2.1-Dr.SunYatSen.png,None,None,"Dr Sun Yat-sen, one of the College’s first two graduates in 1892, and later first President of the Chinese Republic."
2.1-LiHungChang.png,newsetimage/2.1-LiHungChang.png,None,None,"His Excellency Li Hung-chang, the ‘Bismarck of China’ and Patron of the College from 1889 to 1901"
2.1-College1908.png,newsetimage/2.1-College1908.png,None,None,"The College in I908. Dr Li Shu-fan is directly behind and between Rector F. H. May and Dr Ho Kai; from the Rector's right are E. H. Sharp, standing counsel, and next to him Or R. M. Gibson and Dr R. A Belilios i by Dr Ho Kai is Dr J.C. Thomson. the Dean Francis Clark was away."
2.1-HoMiuLingHospital.png,newsetimage/2.1-HoMiuLingHospital.png,None,None,"Two of the College’s leading hospitals in about 1906, The Ho Mid Ling Hospital."
2.1-DrLiShu-fan.png,newsetimage/2.1-DrLiShu-fan.png,None,None,"Dr Li Shu-fan, graduate of 1908 and benefactor, taken in 1961"
2.2-CoverofTheGovernor’sappeal.png,newsetimage/2.2-CoverofTheGovernor’sappeal.png,None,None,"Cover of the Governor's appeal for endowments, The English of the original appeal was translated into Chinese for him by Chan Siu-pak, one of the Revolutionaries."
2.2-Dr Wu Ting-fang.png,newsetimage/2.2-Dr Wu Ting-fang.png,None,None,"Dr Wu Ting-fang, alias Ng Choy."
2.2-H. N. Mody.png,newsetimage/2.2-H. N. Mody.png,None,None,"H. N. Mody, a Parsee gentle man, the fifty years resident in Hong Kong, taken at about the time in 1908 when he offered the first university building."
2.2-Infrontof AliceMemorialHospital.png,newsetimage/2.2-Infrontof AliceMemorialHospital.png,None,None,"In front of the second-floor ward at the Alice Memorial Hospital in 1888. Standing at rear isKwan Sum-yin, alias Kwan King-Ieung, graduate of the College of Medicine in 1893. Seated in front, with two Revolutionary friends, are Sun Yat-sen and Chan Siu-pak in the middle: both of them students of the College and two of the Four Great Outlaws, say dad k’au."
2.2-Mody reject.png,newsetimage/2.2-Mody reject.png,None,None,"Mody rejects the site proposed for his new university, and almost withdraws his offer of buildings."
2.2-Mody stands at the table.png,newsetimage/2.2-Mody stands at the table.png,None,None,"Mody stands at the table on the left in the photograph below, taken on the 16th March 1910. He is presenting his building to Hong Kong in an address to the Governor, seated at the table on the right. Behind Mody is Sir Paul Chater. Lugard is about to lay the foundation stone of the Main Building, heavily hovering over the feet of two dignitaries in the front row. The Chinese Provincial Delegates are there, led by His Excellency Wei Han, who is is at the left of the stone; Dr Ho Kai is at the right. The Trowels lie on the table before Lugard, in boxes with lids bearing the sign of the stonemason. A grand scene of hat! and caps and bunting"
2.2-On a visit from Canton.png,newsetimage/2.2-On a visit from Canton.png,None,None,"On a visit from Canton, Viceroy Chang Jen-chun (Seated, right) and Admiral Li Chun meet Mody al Marble Hall, Chater's house, on the 31July 1909."
2.2-Some of the members oflhe University Committees.png,newsetimage/2.2-Some of the members oflhe University Committees.png,None,None,"Some of the members o The University Committees of 1908-9: 1. Rt Rev. G. H. Lander, Bishop of Victoria 2. Hon. H. E. Pollock, K.C. 3. Hon. A. W. Brewin. 4. Hon. Or J. M. Atkinson. 5. Ts’o Seen-wan. 6. Hon. W. Chatham. 7. Hon. A. M. Thomson. 8. His Excellency Sir Frederick Lugard. 9. Or Francis Clark. 10.  Hon. Henry Keswick  11. Or G. P. Jordan. 12. Hon. Francis H. May. 13. Hon. Sir Paul Chater. 14. Hon. Or Ho Kai. 15· Hon. Wei Yuk. 16. Dr G. H.  Bateson-Wright."
2.2-T'ang Shao-yi.png,newsetimage/2.2-T'ang Shao-yi.png,None,None,His Excellency T'ang Shao-yi.
2.2-The Golden Trowel.png,newsetimage/2.2-The Golden Trowel.png,None,None,The Golden Trowel with which Lugard laid the foundation stone. When he replaced it in its box it was slightly bent; its bends were still there when the tool was returned to the University in 1948 by his heir. Twin replicas in silver were presented to the two Viceroys of the Two Kuang and Two Kiang Provinces.
2.2-The presence of Revolutionaries.png,newsetimage/2.2-The presence of Revolutionaries.png,None,None,The presence of Revolutionaries on the university fund-raising Sub-Committee worries the Viceroy of Canton.
2.2-Viceroy Chang Jen-chun's card.png,newsetimage/2.2-Viceroy Chang Jen-chun's card.png,None,None,Viceroy Chang Jen-chun's card.
2.2-W.H. Donald.png,newsetimage/2.2-W.H. Donald.png,None,None,"W.H. Donald Australian editor of the China Mail, who campaigned for a university in Hong Kong"
2.3-Postmark.png,newsetimage/2.3-Postmark.png,None,None,Postmark of the temporary post office at the opening-day bazaar.
2.3-Chinesedoll.png,newsetimage/2.3-Chinesedoll.png,None,None,Chinese dolls sold at the opening.day bazaar
2.3-PosterOpening.png,newsetimage/2.3-PosterOpening.png,None,None,Poster for the opening-day bazaar.
2.3-Sir Fredrick and Lady Lugard.png,newsetimage/2.3-Sir Fredrick and Lady Lugard.png,None,None,Sir Fredrick and Lady Lugard.
2.3-The main building.png,newsetimage/2.3-The main building.png,None,None,"The main building in 1912 with Alfred Dryer, the architect, on the steps, plans in hand."
2.3-Opening Student Union Building.png,newsetimage/2.3-Opening Student Union Building.png,None,None,the opening or the Union Building in 1919.
2.3-Message or congratulation1.png,newsetimage/2.3-Message or congratulation1.png,None,None,"Message or congratulation to the first Degree Congregation or 1916 from the President or the Chinese Republic,"
2.3-Message or congratulation2.png,newsetimage/2.3-Message or congratulation2.png,None,None,Message or congratulation to the first Degree Congregation or 1916 from the Civil Governor of Kwangtung.
2.3-halls1915.png,newsetimage/2.3-halls1915.png,None,None,"Lugard, Eliot and May Halls to the rear of the staff house in 1915"
2.3-Chem Lab 1913.png,newsetimage/2.3-Chem Lab 1913.png,None,None,The Chemistry Laboratory in Main Building in 1913
2.3-StJohnHall1912.png,newsetimage/2.3-StJohnHall1912.png,None,None,"St John's Hall in '912, before the extension was added."
2.4-The Coat of Arms of the University.png,newsetimage/2.4-The Coat of Arms of the University.png,None,None,The Coat of Arms of the University.
2.4-The Mace.png,newsetimage/2.4-The Mace.png,None,None,The Mace.
2.4-One of the four panel.png,newsetimage/2.4-One of the four panel.png,None,None,"One of the four panels of the Mace, containing an engraving of the Main Building and the Great Hall without its roof."
2.4-The first congregation.png,newsetimage/2.4-The first congregation.png,None,None,"The first Congregation at which the first Mace is displayed, in 1918."
2.5-Sir Robert Ho Tung.png,newsetimage/2.5-Sir Robert Ho Tung.png,None,None,"Sir Robert Ho Tung, on the right at the age of Bg, with Sir Shouson Chow, aged 91, and Princess Marina, Duchess of Kent, the year after Lady Ho Tung Hall opened."
2.5-Inkstand.png,newsetimage/2.5-Inkstand.png,None,None,Inkstand made in memory of Sir Robert Ho Tung.
2.5-The Ho Tung Engineering Workshop.png,newsetimage/2.5-The Ho Tung Engineering Workshop.png,None,None,The Ho Tung Engineering Workshop.
2.5-Sir Rollert Ho.png,newsetimage/2.5-Sir Rollert Ho.png,None,None,Sir Robert Ho Tung arriving for the opening of Lady Ho Tung Hall on the 16th March 1951.
2.5-Sir Shouson Chow.png,newsetimage/2.5-Sir Shouson Chow.png,None,None,Sir Shouson Chow at the opening.
2.5-LadyHoTung.png,newsetimage/2.5-LadyHoTung.png,None,None,"Lady Ho Tung Hall, for women residents."
2.5-HoFook.png,newsetimage/2.5-HoFook.png,None,None,Ho Fook and his family in 1908. The four sons in the inset were then in England at school.
2.5-Ho Kom-tong.png,newsetimage/2.5-Ho Kom-tong.png,None,None,Ho Kom.tong in about 1910.
2.5-Ho Kwong.png,newsetimage/2.5-Ho Kwong.png,None,None,Ho Kwong in 1964
2.5-The Sports Pavillion.png,newsetimage/2.5-The Sports Pavillion.png,None,None,The Sports Pavilion in 1932.
2.5-Anatomy building.png,newsetimage/2.5-Anatomy building.png,None,None,"To the anatomy building constructed with The money given by Ng Li-hing, Ho Fook added physiology and met the cost of a Mace. The double building is pictured here."
2.5-MedicalFaculty.png,newsetimage/2.5-MedicalFaculty.png,None,None,"Ho Kom-tong join with his friend Chan Kai ming in erecting a pathology and tropical medicine building, shown here with an animal house, added on the roof after the Second World War. This and the anatomy and physiology building, used for engineering after the move of all the medical faculty departments into the proximity of the Queen Mary Hospital, were demolished in 1977, and the Ho Tung Engineering Work-shop erected in 1925 is due for demolition, to make way for developments."
2.6-Professor C. A. M.iddleton.png,newsetimage/2.6-Professor C. A. M.iddleton.png,None,None,"Professor C. A. Miiddleton Smith, ‘Monkey Smith' to his students."
2.6-The main power station.png,newsetimage/2.6-The main power station.png,None,None,The main power “station of the Univenity in 1917.
2.6-UniversityLamp.png,newsetimage/2.6-UniversityLamp.png,None,None,Blue-print of an early university lamp-post.
